fold,date,tier,p_home,actual_home,predicted_home,correct,brier,format
2,2022-10-03,IVS,0.3113124668829549,1.0,0,0,0.4742905182708411,5
2,2022-10-03,IVS,0.2873412204913566,0.0,0,1,0.0825649769934624,3
2,2022-10-05,IVL,0.6235553418857473,1.0,1,1,0.14171058062275657,3
2,2022-10-05,IVL,0.5274862442570247,1.0,1,1,0.2232692493663321,3
2,2022-10-05,IVL,0.5569136186561707,0.0,1,0,0.31015277864471075,3
2,2022-10-06,IVL,0.6605746744514951,0.0,1,0,0.43635890052669873,3
2,2022-10-06,IVL,0.3115543854136229,0.0,0,1,0.09706613507046029,3
2,2022-10-06,IVL,0.3606423914086436,0.0,0,1,0.1300629344809453,3
2,2022-10-07,IVL,0.7194780170997082,1.0,1,1,0.07869258289031163,3
2,2022-10-07,IVL,0.39258685241420443,0.0,0,1,0.15412443668849232,3
2,2022-10-07,IVL,0.2085637210012415,0.0,0,1,0.0434988257178837,3
2,2022-10-14,IVL,0.21086718529579368,0.0,0,1,0.044464969834570586,3
2,2022-10-14,IVL,0.3914160670695803,1.0,0,0,0.37037440342105754,3
2,2022-10-14,IVL,0.39287300304427786,0.0,0,1,0.15434919652102916,3
2,2022-10-15,IVL,0.6366457159302634,0.0,1,0,0.40531776761235766,3
2,2022-10-15,IVL,0.41433149452397927,0.0,0,1,0.17167058735447427,3
2,2022-10-15,IVL,0.5024158550338393,0.0,1,0,0.25242169138938386,3
2,2022-10-15,IJL,0.2873412204913566,0.0,0,1,0.0825649769934624,3
2,2022-10-15,IJL,0.31979078504969705,0.0,0,1,0.10226614620270154,3
2,2022-10-15,IJL,0.5424298464077326,1.0,1,1,0.20937044545845115,3
2,2022-10-16,IJL,0.627765435709257,1.0,1,1,0.13855857085271928,3
2,2022-10-16,IJL,0.7600522018292215,1.0,1,1,0.05757494584700465,3
2,2022-10-16,IJL,0.5012153605205666,0.0,1,0,0.25121683762176156,3
2,2022-10-16,IVL,0.5346955478069406,1.0,1,1,0.21650823323068308,3
2,2022-10-16,IVL,0.4966402324031899,0.0,0,1,0.24665152044149447,3
2,2022-10-16,IVL,0.2911889787609071,0.0,0,1,0.08479102135182001,3
2,2022-10-21,IVL,0.3603787171945798,0.0,0,1,0.12987281980681092,3
2,2022-10-21,IVL,0.3719076764935233,1.0,0,0,0.39449996684776456,3
2,2022-10-21,IVL,0.2984099737151453,0.0,0,1,0.08904851241267372,3
2,2022-10-22,IJL,0.4494766095991125,1.0,0,0,0.303076003378488,3
2,2022-10-22,IJL,0.38375855195047803,1.0,0,0,0.3797535222941717,3
2,2022-10-22,IJL,0.45503975290685283,0.0,0,1,0.20706117672552968,3
2,2022-10-22,IVL,0.44697156961100654,0.0,0,1,0.19978358404052687,3
2,2022-10-22,IVL,0.6569175873993474,0.0,1,0,0.43154071663457916,3
2,2022-10-22,IVL,0.27975035480803817,0.0,0,1,0.07826026101522325,3
2,2022-10-23,IVL,0.5186911569710098,0.0,1,0,0.2690405163199247,3
2,2022-10-23,IVL,0.44307649658104,1.0,0,0,0.31016378866044836,3
2,2022-10-23,IVL,0.40654886766639864,0.0,0,1,0.16528198180083092,3
2,2022-10-23,IJL,0.7125551560027454,1.0,1,1,0.08262453834060601,3
2,2022-10-23,IJL,0.4411059189149147,0.0,0,1,0.1945744317017713,3
2,2022-10-23,IJL,0.5973823619299032,0.0,1,0,0.3568656863449499,3
2,2022-10-28,IVL,0.3191295831872878,1.0,0,0,0.46358452449071647,3
2,2022-10-28,IVL,0.5200634736978429,0.0,1,0,0.2704660166746669,3
2,2022-10-28,IVL,0.3965562156934707,1.0,0,0,0.364144400818185,3
2,2022-10-29,IJL,0.559337527618273,1.0,1,1,0.19418341456557628,3
2,2022-10-29,IJL,0.6405148303213384,0.0,1,0,0.4102592478615729,3
2,2022-10-29,IJL,0.7583385050618865,1.0,1,1,0.05840027813572386,3
2,2022-10-29,IVL,0.21719628296384913,0.0,0,1,0.04717422533331242,3
2,2022-10-29,IVL,0.5087973201110803,0.0,1,0,0.2588747129522171,3
2,2022-10-29,IVL,0.4153203126755737,1.0,0,0,0.34185033676978893,3
2,2022-10-30,IVL,0.24913114335872846,0.0,0,1,0.062066326591227315,3
2,2022-10-30,IVL,0.39254883851860045,0.0,0,1,0.15409459062230224,3
2,2022-10-30,IJL,0.5654703199864743,1.0,1,1,0.188816042812657,3
2,2022-10-30,IJL,0.20534394748042611,0.0,0,1,0.042166136766844,3
2,2022-10-30,IJL,0.6702503177273461,1.0,1,1,0.10873485295891619,3
2,2022-11-04,IVL,0.793550588040342,1.0,1,1,0.0426213596984886,3
2,2022-11-04,IVL,0.6033213245241803,0.0,1,0,0.3639966206256113,3
2,2022-11-04,IVL,0.7081931275425551,1.0,1,1,0.08515125081339549,3
2,2022-11-05,IVL,0.4139152162292635,0.0,0,1,0.17132580622611798,3
2,2022-11-05,IVL,0.811320245924116,1.0,1,1,0.03560004959813606,3
2,2022-11-05,IVL,0.5910222315196282,1.0,1,1,0.1672628151111846,3
2,2022-11-05,IJL,0.7125580310759958,1.0,1,1,0.0826228854989082,3
2,2022-11-05,IJL,0.5506816010885391,0.0,1,0,0.30325022577743693,3
2,2022-11-05,IJL,0.45032327734942035,0.0,0,1,0.20279105412272297,3
2,2022-11-06,IJL,0.46266422736872526,0.0,0,1,0.2140581872866995,3
2,2022-11-06,IJL,0.2874419689240041,1.0,0,0,0.5077389476509,3
2,2022-11-06,IVL,0.6126912594253993,1.0,1,1,0.15000806052548338,3
2,2022-11-06,IVL,0.6088503109997174,1.0,1,1,0.1529980792050178,3
2,2022-11-06,IJL,0.5496767226505795,0.0,1,0,0.30214449942388216,3
2,2022-11-06,IVL,0.4280933172274554,0.0,0,1,0.18326388825480677,3
2,2022-11-11,IVL,0.638189658828616,1.0,1,1,0.1309067229785533,3
2,2022-11-11,IVL,0.6832018504414861,1.0,1,1,0.10036106756369856,3
2,2022-11-11,IVL,0.5550258599924345,0.0,1,0,0.3080537052603415,3
2,2022-11-12,IJL,0.3951948220443031,0.0,0,1,0.1561789473706284,3
